Gene	baseMean	log2FoldChange	lfcSE	pvalue	padj	threshold
ALAD	613.3809356126278	3.145911061539361e-5	0.001442123233146366	0.279118046554567	0.9462227688227728	FALSE
VPS13B	794.2273036013278	3.144869848096552e-5	0.001442534204929568	0.11552258701323043	0.9207176283249466	FALSE
SLFN13	404.43437527228963	3.1437824057289966e-5	0.0014424952908138374	0.05977014453853899	0.8817138192862746	FALSE
MAPK9	266.082832915791	3.139901659061827e-5	0.0014420911935421274	0.5808139225961042	0.9805818745108457	FALSE
CBX5	715.2190284488594	3.138176599508322e-5	0.001442359460486989	0.13471830519807673	0.9353320684514788	FALSE
NGDN	227.92065939553075	3.137110804044466e-5	0.0014420816036250423	0.19092654982972457	0.9431011686382762	FALSE
MRPL22	115.44215907592194	3.1343653866089705e-5	0.0014425117239627503	0.10435532864539591	0.9199837696888991	FALSE
NSUN3	263.1010417291071	3.1333275060923216e-5	0.001442525489587165	0.1190030611110122	0.9240059186137667	FALSE
PCNX4	345.8715879477648	3.133012095073402e-5	0.0014424852783930797	0.23992293893596114	0.9431011686382762	FALSE
MAGI3	31.433470302843045	3.132662386699887e-5	0.0014426929547733623	0.0060152358812135655	0.6571380326169658	FALSE
LIG1	568.6525557771444	3.1280349911789944e-5	0.0014424192487666064	0.08913400078689192	0.9168055566004664	FALSE
SEC24C	2326.8396534755248	3.125723804310838e-5	0.0014404407886759122	0.3389841534134021	0.9573326096362192	FALSE
MED30	181.28369796000476	3.124726885282193e-5	0.0014423158187421789	0.5812988923882976	0.9805818745108457	FALSE
MRPL32	198.33997383537215	3.1240200947938796e-5	0.0014421946197616111	0.19527349519114734	0.9431011686382762	FALSE
ICE1	468.33793160751645	3.1217651349697366e-5	0.0014423850241245017	0.26519057055894496	0.9451824962710511	FALSE
ANXA4	262.42308340233683	3.119361210598428e-5	0.001442544573065509	0.020634033828099124	0.7892930085963604	FALSE
LSR	268.24217065312905	3.117267004262325e-5	0.001442620087448721	0.9728421562094757	0.9992116652676296	FALSE
GALC	332.9292333971187	3.1151796057177866e-5	0.0014423732799575422	0.09539074016206842	0.9172454223914152	FALSE
SFI1	1646.0687100867717	3.108104983870994e-5	0.001442320539620817	0.6685200307331494	0.9827494532330928	FALSE
MRPL23	352.49564865982944	3.1045177994087966e-5	0.0014427404184884263	0.10571046081490817	0.9199837696888991	FALSE
LOC107987373	352.49564865982944	3.1045177994087966e-5	0.0014427404184884263	0.10571046081490817	0.9199837696888991	FALSE
CPSF6	581.4063484979965	3.103401388200936e-5	0.0014423102875979936	0.07385950491616243	0.8974333869626038	FALSE
HEATR6	175.20136702828844	3.102909419906591e-5	0.0014425674956276395	0.4246388768017811	0.9641049184998807	FALSE
DIS3	386.11292933982753	3.0940587779323896e-5	0.0014419733992570342	0.541650088885077	0.9767527841001401	FALSE
PRELID3B	271.4860996265195	3.091903051041344e-5	0.0014421639041910916	0.1844334380836548	0.9431011686382762	FALSE
DESI2	212.75305800180894	3.0912114397409634e-5	0.0014423198685991118	0.5629110356098033	0.9805314950908789	FALSE
CEP350	760.6408597124521	3.08904217433222e-5	0.0014424834535610124	0.16434845114516056	0.9369321113908191	FALSE
MITD1	401.22926895435415	3.088899842078649e-5	0.0014419989863039633	0.19827637028246456	0.9431011686382762	FALSE
SLFN11	461.48358427810666	3.087982366234268e-5	0.0014425447750357158	0.13245813974861687	0.9353320684514788	FALSE
GLIS2	47.88217004450199	3.087120039865419e-5	0.0014428036516215953	0.04645387166796979	0.8715444851081237	FALSE
PAN2	894.8295300977932	3.086072748658156e-5	0.0014421879948177446	0.6264490058906842	0.9814950317662597	FALSE
