"","Gene","baseMean","log2FoldChange","lfcSE","pvalue","padj","threshold"
"20542","CBX8",80.4653673530943,-2.00749929277556e-05,0.00144252198957907,0.396306330968534,0.964000141034271,FALSE
"20543","ZNF337",496.957114260572,-2.00926619377954e-05,0.00144225715627903,0.338294379695537,0.957332609636219,FALSE
"20544","LMNTD2-AS1",138.461483568051,-2.01074725598971e-05,0.00144260475318761,0.0471206793985947,0.871943220922924,FALSE
"20546","CHD1L",333.802269599107,-2.01253151240044e-05,0.001442095263677,0.433214947042863,0.96470788312372,FALSE
"20549","MPG",505.979475565926,-2.01669073352784e-05,0.00144224589885684,0.36257055307428,0.961364189236488,FALSE
"20550","SLC18B1",151.048770516011,-2.01672974569306e-05,0.00144251402675714,0.130991921739127,0.935332068451479,FALSE
"20552","NDE1",1651.93805565229,-2.01925998876461e-05,0.00144244623826577,0.025485433030119,0.824600241583632,FALSE
"20553","METTL16",399.517692951471,-2.01983060256387e-05,0.00144231000647086,0.214925052746131,0.943101168638276,FALSE
"20556","FBXO48",92.4027071103632,-2.02275313161833e-05,0.00144241131871256,0.128692380001652,0.9333972064577,FALSE
"20557","RPL26L1",97.6226626910394,-2.02530575065287e-05,0.00144248570080935,0.154354726704307,0.936932111390819,FALSE
"20559","LAMP3",28.3215438033372,-2.02934035261752e-05,0.00144275129631413,0.0708724261645606,0.897433386962604,FALSE
"20560","PRPSAP2",184.539070443803,-2.03138702909468e-05,0.0014420853991636,0.357413590120208,0.960086717225835,FALSE
"20561","PAXX",794.714419644614,-2.0314760913872e-05,0.00144245780148628,0.173496668306162,0.936932111390819,FALSE
"20562","NPM1",2869.15592185374,-2.03152935870245e-05,0.00144214161379336,0.407173315426961,0.964000141034271,FALSE
"20566","MSN",21485.0797561169,-2.03816674072822e-05,0.00144176728643286,0.447613922115439,0.965993016502106,FALSE
"20567","FKBP4",462.342117803277,-2.03844157894127e-05,0.00144231735745617,0.126905118642793,0.9333972064577,FALSE
"20568","SV2A",36.7279638440953,-2.03900078364605e-05,0.00144264575695301,0.105376034864425,0.919983769688899,FALSE
"20570","BCAS4",270.944131945704,-2.0459457783051e-05,0.00144244012259432,0.283952447331508,0.946222768822773,FALSE
"20571","IL17RC",77.4127452599604,-2.04675756846343e-05,0.00144261349063981,0.214537974736562,0.943101168638276,FALSE
"20572","RPIA",478.126602441472,-2.04972026584092e-05,0.00144261427371153,0.0356804079421001,0.853139759338544,FALSE
"20573","RRP1",225.545451769575,-2.05185376236774e-05,0.00144230825671273,0.342272288001859,0.958828438149534,FALSE
"20574","RBP7",379.202131682756,-2.05369793196133e-05,0.00144264165658913,0.0272714628130311,0.848550546499229,FALSE
"20575","RABEPK",204.09317693802,-2.05389200090931e-05,0.00144238028203225,0.227719766659518,0.943101168638276,FALSE
"20576","MARVELD1",219.65996661615,-2.05653021681249e-05,0.00144256727803973,0.0855304300121735,0.909569823237724,FALSE
"20577","GNB1L",94.6118897736943,-2.0578497694051e-05,0.00144253315819069,0.133075619029873,0.935332068451479,FALSE
"20579","SPIN3",135.945284312415,-2.06045046167059e-05,0.00144243885232612,0.173391978907976,0.936932111390819,FALSE
"20580","PCBD1",73.004286408052,-2.06308532955839e-05,0.0014424949993702,0.127951202931119,0.9333972064577,FALSE
"20581","SMIM26",248.916309561702,-2.06525761735671e-05,0.00144242987230743,0.0467788310796202,0.871943220922924,FALSE
"20582","SNHG1",666.725096704524,-2.06720807365677e-05,0.00144220271057662,0.25241493723204,0.944811941543707,FALSE
"20583","PPT2",89.252362003221,-2.06789717299034e-05,0.0014425420553615,0.142924755533017,0.936932111390819,FALSE
"20584","DCTPP1",140.233811292193,-2.06886925970432e-05,0.00144239299436779,0.422218574550114,0.964000141034271,FALSE
"20585","RALBP1",2777.80656944741,-2.06895629980058e-05,0.00144250699341392,0.132492493437073,0.935332068451479,FALSE
